PMID,sentence,gene
29973561,BRAF encodes for a RAF kinase that signals downstreamof RAS to activate the MAPK pathway which causes uncontrolled growth and differentiation uponmutation [103],['BRAF']
29973561,BRAF is the most commonly mutated gene in melanoma; however BRAF mutationshave also been shown to be associated with NSCLC with a frequency of approximately 2–3% of cases,['BRAF']
29973561,A study reported BRAF mutations in18 3% out of 697 patients with lung adenocarcinoma,['BRAF']
29973561,V600E BRAF mutation was observed in 50% ofthese 18 patients while G469A and D594G were found in 39% and 11% respectively [104],['BRAF']
29973561,6% with BRAF mutations of which 58% four out of seven were having V600E while others were reported with K601N L597Q and G469Vmutations [105],['BRAF']
29973561,A V600 mutation on exon 15 totals 50% of all BRAF mutants while non-V600 BRAFmutations compose the remaining 50% [104],['BRAF']
29973561,Recently promising results from a Phase 2 clinical study with dabrafenib a BRAF inhibitor hasshown efﬁcacy in the treatment of advanced NSCLC patients with V600E BRAF mutation Figure 1 [48],['BRAF']
29973561,The primary mechanism responsible for this acquired resistance to dabrafenib in this patienthas been reported to be a G12D mutation in KRAS Figure 1 [49],['KRAS']
29973561,Subsequent studies need to becarried out to further understand the therapeutic potential of BRAF inhibitors for the treatment ofNSCLC patients,['BRAF']
29973561,Mutant BRAF in NSCLC is known to display resistance towards current inhibitors after prolongedtreatment,['BRAF']
29973561,A BRAF oral inhibitor vemurafenib is effective in the treatment of advanced stagesof melanoma with the V600E mutation Figure 1,['BRAF']
29973561,The research conducted on inhibitors of mutant BRAF in NSCLC is limited;however extensive work has been done on elucidating mechanisms of resistance to BRAF inhibitorsin melanoma and may provide parallels to mechanisms in lung cancer,['BRAF']
29973561,One study has shown thatelevated expression of alternate isoforms of RAF proteins CRAF and ARAF can continually stimulate,"['CRAF', 'ARAF']"
29973561,the MAPK pathway despite BRAF inhibition providing a mechanism of resistance Figure 3 [50],['BRAF']
29973561,Increased expression of MAP3K8 or COT can stimulate the MAPK pathway to bypass BRAF inhibition Figure 3 [50 51],"['COT', 'BRAF']"
29973561,The MAPK pathway and PI3K pathways also activate MCL-1 an antiapoptoticfactor,['PI3K']
29973561,Parallel activation of the PI3K pathway may inhibit apoptosis in BRAF-mutant NSCLC throughMCL-1 despite inhibition of BRAF [50],"['BRAF', 'PI3K']"
29973561,Trametinib a MEK inhibitor is used in conjunction withvemurafenib to enhance the efﬁcacy Figure 1,['MEK']
29973561,This combinatory treatment also increased ERK inhibition comparedto monotherapy [53],['ERK']
29973561,This combinatory treatment also increased ERK inhibition compared to monotherapy [53],['ERK']
29973561,CRAF ARAF COT and MCL-1 confer resistance to BRAF inhibitors,"['COT', 'CRAF', 'ARAF', 'BRAF']"
29973561,"Elevated expression of alternative RAF isoforms ARAF and CRAF  as well as MAP3K8 COT, can stimulate the MAPK pathway despite BRAF inhibition","['BRAF', 'ARAF']"
29973561,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition,"['BRAF', 'PI3K']"
29973561,Mechanisms of resistance for several TKIs against EGFR c-MET ALK have been investigated and identified,['EGFR']
29973561,Further studies are also necessary to further elucidate the mechanism of acquired resistance to HER2 and BRAF as well as to develop effective therapies to overcome them,['BRAF']
29973561,CRAF ARAF COT and MCL-1 confer resistance to BRAF inhibitors,"['COT', 'CRAF', 'ARAF', 'BRAF']"
29973561,"Elevated expression of alternative RAF isoforms ARAF and CRAF  as well as MAP3K8 COT, can stimulate the MAPK pathway despite BRAF inhibition","['BRAF', 'ARAF']"
29973561,The PI3K and MAPK pathways also activate MCL-1 and may provide a route to escape apoptosis and bypass BRAF inhibition,"['BRAF', 'PI3K']"
29973561,Mechanisms of resistance for several TKIs against EGFR c-MET ALK have beeninvestigated and identiﬁed,['EGFR']
29973561,Further studies are also necessary tofurther elucidate the mechanism of acquired resistance to HER2 and BRAF as well as to develop,['BRAF']
29973561,Signaling intermediates MAPK and PI3K as therapeutic targets innsclc,['PI3K']
29973561,The t790m “gatekeeper” mutation in EGFR mediates resistance to low concentrations of anirreversible egfr inhibitor,['EGFR']
29973561,Azd9291 in EGFR inhibitor-resistant non-small-cell lung cancer,['EGFR']
29973561,EGFR g796dmutation mediates resistance to osimertinib,['EGFR']
29973561,EGFR c797s mutation mediates resistance to third-generationinhibitors in t790m-positive non-small cell lung cancer,['EGFR']
29973561,Molecular characterization of acquired resistance to the BRAF inhibitordabrafenib in a patient with braf-mutant non-small-cell lung cancer,['BRAF']
29973561,COT drives resistance to Raf inhibition through MAPkinase pathway reactivation,['COT']
29973561,Activating and resistance mutations of egfr in non-small-cell lung cancer: Role in clinicalresponse to EGFR tyrosine kinase inhibitors,['EGFR']
29973561,T790m and acquired resistance of EGFR TKI: A literature review of clinical reports,['EGFR']
29973561,HER2 kinase domain mutation results in constitutive phosphorylation andactivation of HER2 and EGFR and resistance to egfr tyrosine kinase inhibitors,['EGFR']
29973561,Synergism of EGFR and c-MET pathways cross-talk and inhibition in non-small celllung cancer,['EGFR']
29973561,Combined therapy with mutant-selective EGFR inhibitor and MET kinaseinhibitor for overcoming erlotinib resistance in EGFR-mutant lung cancer,['EGFR']
29973561,Acquired resistance to the mutant-selective EGFR inhibitor azd9291 is associatedwith increased dependence on Ras signaling in preclinical models,['EGFR']
29973561,The distribution of BRAF gene fusions in solid tumors and response to targeted therapy,['BRAF']
