PMID,Img_file_name,StartID,Relation,ReceptorID
25806229,25806229_page2_8,BRCA1,activate_relation,RAD51
25806229,25806229_page2_8,RAD50,activate_relation,ATM
25806229,25806229_page2_8,MRE11,activate_relation,NBS1
25806231,25806231_page2_11,BRCC36,inhibit_relation,RAP80
25806231,25806231_page2_11,OTUB1,inhibit_relation,MMS2
25806231,25806231_page2_11,BARD1,inhibit_relation,53BP1
25806231,25806231_page2_11,53BP1,inhibit_relation,CtIP
25806231,25806231_page2_11,PIAS4,activate_relation,53BP1
25806231,25806231_page2_11,BRCA1,activate_relation,CtIP
25806231,25806231_page2_11,ATM,activate_relation,MDC1
25806278,25806278_page4_302,IPP,activate_relation,IPP
25806290,25806290_page1_14,SIRT1,activate_relation,PGC1A
25806290,25806290_page1_14,GH,activate_relation,IGF1
25806290,25806290_page1_14,IGF1,activate_relation,PI3K
25806290,25806290_page1_14,PTEN,inhibit_relation,PI3K
25806290,25806290_page1_14,PI3K,activate_relation,AKT
25806290,25806290_page1_14,AMPK,inhibit_relation,IGF1
25806290,25806290_page1_14,AMPK,activate_relation,SIRT1
25806290,25806290_page1_14,AMPK,activate_relation,SIRT1
25806290,25806290_page1_14,AKT,activate_relation,MTOR
25806290,25806290_page1_14,AMPK,activate_relation,SIRT1
25806290,25806290_page1_14,SIRT1,activate_relation,AMPK
25806290,25806290_page1_14,SIRT1,activate_relation,AMPK
25806345,25806345_page2_26,ERK,activate_relation,MTOR
25806345,25806345_page2_26,SRC,activate_relation,STAT
25806345,25806345_page2_26,AKT,activate_relation,ERK
25806345,25806345_page2_26,PI3K,activate_relation,AKT
25806345,25806345_page2_26,Hsp90,activate_relation,PI3K
25870800,25870800_page3_10,CTLA4,activate_relation,PD1
25870800,25870800_page3_10,APC,activate_relation,CS
26123538,26123538_page4_117,MEK,activate_relation,ERK
26207212,26207212_page2_9,CBL,activate_relation,HGF
26207212,26207212_page2_9,CBL,activate_relation,HGF
26207212,26207212_page2_9,CBL,inhibit_relation,HGF
26207212,26207212_page2_9,CBL,activate_relation,HGF
26207212,26207212_page2_9,CBL,activate_relation,HGF
26371045,26371045_page1_3,PI3K,activate_relation,AKT
26371045,26371045_page1_3,AKT,activate_relation,MTOR
26558876,26558876_page1_22,NET,activate_relation,CD28
26558876,26558876_page4_72,PD1,activate_relation,CTLA4
26578706,26578706_page2_97,KRAS,activate_relation,KRAS
26578706,26578706_page2_97,PI3K,activate_relation,AKT
26578706,26578706_page2_97,MEK,activate_relation,ERK
26578706,26578706_page2_97,ERK,activate_relation,MEK
26578706,26578706_page2_97,ERK,inhibit_relation,MEK
26578706,26578706_page2_97,PI3K,activate_relation,AKT
26579470,26579470_page1_13,PIP,activate_relation,AKT
26579470,26579470_page1_13,AKT,activate_relation,MTOR
26579470,26579470_page1_13,AKT,inhibit_relation,BAD
26579470,26579470_page1_13,GAB1,activate_relation,STAT3
26579470,26579470_page1_13,PI3K,activate_relation,PIP
26579470,26579470_page1_13,BCL2,activate_relation,BAD
26579470,26579470_page1_13,PTEN,inhibit_relation,PIP
26579470,26579470_page1_13,DAG,activate_relation,PKC
26579470,26579470_page1_13,DAG,inhibit_relation,PKC
26579470,26579470_page2_41,PI3K,activate_relation,AKT
26579470,26579470_page2_41,PI3K,activate_relation,AKT
26579470,26579470_page2_41,AKT,activate_relation,PI3K
26579470,26579470_page3_62,AKT,inhibit_relation,BIM
26579470,26579470_page3_62,AKT,activate_relation,MTOR
26579470,26579470_page3_62,PTEN,activate_relation,PI3K
26579470,26579470_page3_62,STAT3,activate_relation,STAT3
26579470,26579470_page3_62,STAT3,activate_relation,STAT3
26579470,26579470_page3_62,MTOR,activate_relation,BIM
26579470,26579470_page3_62,SRC,activate_relation,STAT3
26579470,26579470_page3_62,DAG,activate_relation,PKC
26579470,26579470_page3_62,PTEN,inhibit_relation,PI3K
26579470,26579470_page3_62,STAT3,activate_relation,CYCLIN D1
26579470,26579470_page6_135,SHC,activate_relation,GAB1
26579470,26579470_page6_135,PI3K,activate_relation,AKT
26579470,26579470_page6_135,BIM,activate_relation,BAX
26579470,26579470_page6_135,JNK,activate_relation,BCL2
26579470,26579470_page6_135,BIM,activate_relation,BIM
26579470,26579470_page6_135,MCL,inhibit_relation,BAK
26579470,26579470_page6_135,BIM,activate_relation,BIM
26579470,26579470_page6_135,JNK,activate_relation,GRB2
26579470,26579470_page6_135,BIM,inhibit_relation,BCL2
26579470,26579470_page6_135,BIM,activate_relation,BCL2
26579470,26579470_page7_156,SA,activate_relation,STAT3
26579470,26579470_page7_156,SRC,activate_relation,STAT3
26579470,26579470_page7_156,STAT3,activate_relation,SA
26579470,26579470_page7_156,PI3K,activate_relation,AKT
26579470,26579470_page7_156,DAG,activate_relation,PKC
26579470,26579470_page7_156,PTEN,inhibit_relation,PI3K
26579470,26579470_page7_156,BIM,inhibit_relation,p53
26675306,26675306_page3_47,MEK,activate_relation,ERK
26675306,26675306_page3_47,AKT,activate_relation,MTOR
26675306,26675306_page3_47,PI3K,activate_relation,AKT
26755435,26755435_page2_47,MK,activate_relation,MAM
26793003,26793003_page1_35,MTORC1,activate_relation,4E-BP1
26793003,26793003_page1_35,MTORC1,activate_relation,S6K
26793003,26793003_page1_35,BRAF,activate_relation,MEK
26793003,26793003_page1_35,PIP,activate_relation,PDK1
26793003,26793003_page1_35,LKB1,activate_relation,AMPK
26793003,26793003_page1_35,MEK,activate_relation,ERK
26793003,26793003_page1_35,MORC2,inhibit_relation,PI3K
26793003,26793003_page1_35,S6K,activate_relation,RPS6
26793003,26793003_page1_35,AKT,activate_relation,4E-BP1
26793003,26793003_page1_35,MORC2,activate_relation,AKT
26793003,26793003_page1_35,AKT,activate_relation,PDK1
26793003,26793003_page1_35,4E-BP1,activate_relation,PI3K
26793003,26793003_page1_35,ERK,activate_relation,PDK1
26793003,26793003_page1_35,AKT,activate_relation,PDK1
26891293,26891293_page8_281,MIR520H,inhibit_relation,cadherin
26891293,26891293_page8_281,MIR150,inhibit_relation,SRCIN1
26891293,26891293_page8_281,SRCIN1,inhibit_relation,SRC
26891293,26891293_page8_281,MIR520H,activate_relation,cadherin
26891293,26891293_page8_281,MIR21,activate_relation,AKT
26891293,26891293_page8_281,MIR21,inhibit_relation,AKT
26891293,26891293_page8_281,AKT,inhibit_relation,p53
26893312,26893312_page7_50,MEKK12,inhibit_relation,ERK
26893312,26893312_page7_50,MEKK12,activate_relation,ERK
26919248,26919248_page4_16,MIR30B,activate_relation,MIR30C2
26922479,26922479_page5_250,PI3K,activate_relation,KELCHL
26944305,26944305_page40_245,PDL1,activate_relation,PD1
27102150,27102150_page3_12,COPD,activate_relation,DAMAGE
27102150,27102150_page5_20,GO,activate_relation,PCNA
27102150,27102150_page5_20,PUMA,activate_relation,HDAC1
27102150,27102150_page5_20,BAX,activate_relation,PUMA
27102150,27102150_page5_20,G2,activate_relation,BAX
27102150,27102150_page5_20,PUMA,activate_relation,BAX
27102150,27102150_page5_20,PCNA,activate_relation,GO
27102150,27102150_page5_20,HDAC1,activate_relation,PUMA
27200298,27200298_page4_13,PTEN,activate_relation,TRKA
27200298,27200298_page4_13,BRAF,activate_relation,MEK
27200298,27200298_page4_13,PDK1,activate_relation,AKT
27200298,27200298_page4_13,PI3K,activate_relation,PDK1
27297395,27297395_page2_6,PD1,activate_relation,LAG3
27676292,27676292_page3_277,AKT1,activate_relation,RHOB
27676292,27676292_page3_277,GEFH1,activate_relation,RHOB
27676292,27676292_page3_277,SLUG,inhibit_relation,cadherin
27676292,27676292_page3_277,cadherin,activate_relation,SLUG
27770511,27770511_page1_2,AKT,activate_relation,MTOR
27770511,27770511_page1_2,PI3K,activate_relation,AKT
27774435,27774435_page2_8,PDL1,activate_relation,HMGB1
27774435,27774435_page2_8,PDL1,activate_relation,HMGB1
27843613,27843613_page2_48,PI3K,activate_relation,AKT
27843613,27843613_page2_48,AKT,activate_relation,MTOR
27843613,27843613_page2_48,MEKK12,activate_relation,RAF1
27843613,27843613_page2_48,PI3K,activate_relation,AKT
27843631,27843631_page2_62,PI3K,activate_relation,AKT
27843631,27843631_page2_62,PI3K,activate_relation,AKT
27843631,27843631_page2_62,PI3K,activate_relation,AKT
27843631,27843631_page2_62,AKT,activate_relation,PI3K
27843631,27843631_page2_62,PI3K,activate_relation,AKT
27843640,27843640_page9_211,PI3K,activate_relation,AKT
27938382,27938382_page1_9,Met,activate_relation,CO
27938382,27938382_page1_9,ERK,activate_relation,MEK
27938382,27938382_page1_9,MTOR,activate_relation,AKT
27938382,27938382_page1_9,AKT,activate_relation,CREB3L2
27938382,27938382_page2_37,B7,activate_relation,CD28
27938382,27938382_page2_37,B7,activate_relation,CD28
27994551,27994551_page3_338,AKT,inhibit_relation,p21
27994551,27994551_page3_338,PTEN,inhibit_relation,PI3K
27994551,27994551_page3_338,AKT,inhibit_relation,GSK3B
27994551,27994551_page3_338,AKT,activate_relation,PTEN
27994551,27994551_page3_338,AKT,inhibit_relation,p21
28050598,28050598_page1_44,AKT,activate_relation,MTOR
28066768,28066768_page2_9,VEGF,inhibit_relation,VEGFR
28066768,28066768_page2_9,VEGF,activate_relation,VEGFR
28119804,28119804_page1_29,NCX,activate_relation,TRP
28119804,28119804_page1_29,MCU,activate_relation,MIO
28119804,28119804_page1_29,NCX,activate_relation,TRP
28208579,28208579_page5_302,MTOR,inhibit_relation,AMPK
28208579,28208579_page5_302,p53,inhibit_relation,FIP200
28208579,28208579_page5_302,p53,inhibit_relation,AMPK
28208579,28208579_page5_302,AMPK,inhibit_relation,MTOR
28208579,28208579_page5_302,BAX,activate_relation,p53
28208579,28208579_page7_414,MTORC1,inhibit_relation,4E-BP1
28208579,28208579_page7_414,MTORC1,inhibit_relation,ULK1
28208579,28208579_page7_414,MTORC1,activate_relation,p70S6Kb
28208579,28208579_page7_414,ERK,activate_relation,MTORC1
28208579,28208579_page7_414,AMPK,inhibit_relation,MTORC1
28208579,28208579_page7_414,PI3K,activate_relation,MORC2
28208579,28208579_page7_414,AMPK,activate_relation,MTORC1
28261342,28261342_page1_3,CELL,inhibit_relation,PD1
28348561,28348561_page4_158,AKT,activate_relation,MTOR
28348561,28348561_page4_158,AKT,activate_relation,MTOR
28348561,28348561_page4_158,MEK,activate_relation,ERK
28348561,28348561_page4_158,MEKK1,activate_relation,MKK7
28348561,28348561_page4_158,EGF,activate_relation,AKT
28348561,28348561_page4_158,GRB2,activate_relation,AKT
28348561,28348561_page4_158,MKK7,activate_relation,JNK
28348561,28348561_page4_158,EGFR,activate_relation,SHC
28396848,28396848_page1_50,CDK,inhibit_relation,RB1
28396848,28396848_page1_50,AKT,activate_relation,MTOR
28402937,28402937_page1_3,EGF,activate_relation,EGFR
28402937,28402937_page1_3,EGF,activate_relation,EGFR
28415568,28415568_page3_12,AKT,activate_relation,NFKB
28415568,28415568_page3_12,PI3K,activate_relation,AKT
28415568,28415568_page3_12,NFKB,activate_relation,TWIST
28415568,28415568_page3_12,TWIST,activate_relation,MIR33A
28415568,28415568_page3_12,MIR1290,inhibit_relation,MCRS1
28415568,28415568_page3_12,MIR33A,activate_relation,EMT
28415568,28415568_page3_12,RHOA,activate_relation,MIR140
28415568,28415568_page3_12,MIR3200,inhibit_relation,SNAIL
28415568,28415568_page3_12,SNAIL,activate_relation,MIR3200
28430586,28430586_page2_14,MEK,activate_relation,ERK
28430586,28430586_page2_14,AKT,activate_relation,AKT
28430586,28430586_page6_36,UCA1,activate_relation,PI3K
28430586,28430586_page6_36,BC200,activate_relation,PI3K
28443282,28443282_page1_4,PTEN,inhibit_relation,PI3K
28443282,28443282_page1_4,MDM2,inhibit_relation,p53
28443282,28443282_page1_4,p53,activate_relation,MDM2
28443282,28443282_page1_4,PI3K,activate_relation,AKT
28490925,28490925_page1_37,PTEN,inhibit_relation,AKT
28570035,28570035_page35_76,PGK,activate_relation,GAPDH
28570035,28570035_page35_76,ACC,activate_relation,PDH
28570035,28570035_page35_76,GAPDH,activate_relation,PGK
28657426,28657426_page2_125,ECT2,activate_relation,RAC1
28657426,28657426_page2_125,ECT2,activate_relation,PKC
28657426,28657426_page2_125,RAC1,activate_relation,PAK1
28805682,28805682_page7_369,FISH,activate_relation,ALK
28805682,28805682_page7_369,STOP,activate_relation,ALK
28819419,28819419_page4_20,B1,activate_relation,p38
28819419,28819419_page4_20,IKBA,activate_relation,P50
28881856,28881856_page2_7,VEGFA,activate_relation,IDO
28881856,28881856_page2_7,PDL1,activate_relation,IDO
28881856,28881856_page2_7,IDO,activate_relation,IDO
28915704,28915704_page4_16,VHL,inhibit_relation,HIF1A
28915704,28915704_page4_16,AKT,activate_relation,MTORC1
28915704,28915704_page4_16,PIP,activate_relation,PI3K
28915704,28915704_page4_16,MORC2,activate_relation,AKT
28915704,28915704_page4_16,MEK,activate_relation,ERK
28915704,28915704_page4_16,PTEN,activate_relation,PIP
28915704,28915704_page4_16,HIF1A,activate_relation,HIF1A
28915704,28915704_page4_16,MTORC1,activate_relation,HIF1A
28915704,28915704_page4_16,ERK,activate_relation,ERK
28915704,28915704_page4_16,PTEN,activate_relation,PIP
28915708,28915708_page2_10,ATM,activate_relation,p21
28915708,28915708_page2_10,ERK,activate_relation,4E-BP1
28915708,28915708_page2_10,LKB1,activate_relation,AMPK
28915708,28915708_page2_10,AMPK,inhibit_relation,PI3K
28915708,28915708_page2_10,AMPK,activate_relation,ATM
28915708,28915708_page2_10,TSC2,inhibit_relation,RHEB
28915708,28915708_page2_10,MTOR,activate_relation,4E-BP1
28915708,28915708_page2_10,TSC1,inhibit_relation,TSC2
28915708,28915708_page2_10,p21,activate_relation,ATM
28915708,28915708_page2_10,PI3K,activate_relation,TSC1
28915708,28915708_page2_10,LKB1,activate_relation,AMPK
28915708,28915708_page2_10,AMPK,activate_relation,SREBP2
28915708,28915708_page2_9,ERK,activate_relation,4E-BP1
28915708,28915708_page2_9,AKT,inhibit_relation,TSC1
28915708,28915708_page2_9,MTOR,activate_relation,4E-BP1
28915708,28915708_page2_9,RHEB,inhibit_relation,TSC1
28915708,28915708_page5_20,LKB1,activate_relation,AMPK
28915708,28915708_page9_51,ATM,activate_relation,ATM
28915708,28915708_page9_51,ERK,activate_relation,4E-BP1
28915708,28915708_page9_51,AMPK,inhibit_relation,ATM
28915708,28915708_page9_51,TSC1,inhibit_relation,PI3K
28915708,28915708_page9_51,MTOR,activate_relation,4E-BP1
28915708,28915708_page9_51,TSC1,inhibit_relation,RHEB
28915708,28915708_page9_51,PI3K,activate_relation,PRAS40
28978188,28978188_page4_13,RAF1,activate_relation,MEK
28990243,28990243_page4_28,ITGB1,inhibit_relation,MIR134
28990243,28990243_page4_28,MIR134,inhibit_relation,VIM
28990243,28990243_page4_28,ITGB1,inhibit_relation,MIR30C2
28990243,28990243_page4_28,TGFB,activate_relation,EMT
28990243,28990243_page4_28,MIR1244,inhibit_relation,SLUG
28990243,28990243_page4_28,TGFB,activate_relation,EMT
29151973,29151973_page3_10,MIR200C,inhibit_relation,cadherin
29151973,29151973_page3_10,MIR181A1,inhibit_relation,BAX
29151973,29151973_page3_10,MIR17,inhibit_relation,TGFBR2
29151973,29151973_page3_10,MIR26A1,inhibit_relation,HMGA2
29151973,29151973_page3_10,MIR217,inhibit_relation,KRAS
29151973,29151973_page3_10,MIR34A,inhibit_relation,PEBP4
29151973,29151973_page3_10,MIR21,inhibit_relation,BAX
29151973,29151973_page3_10,MMA,inhibit_relation,BCL2
29151973,29151973_page3_10,cadherin,inhibit_relation,EMT
29151973,29151973_page3_10,MIR17,inhibit_relation,CDKN1A
29151973,29151973_page3_10,MIR1238,inhibit_relation,CCND3
29151973,29151973_page3_10,BAX,inhibit_relation,BCL2
29151973,29151973_page3_10,CDKN1A,activate_relation,KRAS
29151973,29151973_page3_10,BCL2,inhibit_relation,BAX
29151973,29151973_page3_10,MCRS1,inhibit_relation,cadherin
29151973,29151973_page3_10,PTEN,activate_relation,MIR181A1
29151973,29151973_page3_10,MIR15B,inhibit_relation,EMT
29151973,29151973_page3_10,AS,activate_relation,BAX
29151973,29151973_page3_10,MIR181A1,inhibit_relation,PTEN
29151973,29151973_page4_13,MIR205,activate_relation,MIR21
29163853,29163853_page1_4,AKT,activate_relation,MTOR
29163853,29163853_page1_4,MEK,activate_relation,ERK
29163853,29163853_page5_30,AKT,activate_relation,MTOR
29163853,29163853_page5_30,AKT,activate_relation,MTOR
29163853,29163853_page5_30,BAK,activate_relation,BAX
29163853,29163853_page5_30,BAX,activate_relation,BIM
29167009,29167009_page3_11,PDL1,activate_relation,PDL1
29212305,29212305_page4_13,MTOR,activate_relation,AKT
29212305,29212305_page4_13,ERK,activate_relation,MEK
29212305,29212305_page4_13,PI3K,activate_relation,AKT
29212305,29212305_page4_13,ERK,activate_relation,MEK
29296516,29296516_page2_346,PDL2,activate_relation,PD1
29415985,29415985_page3_88,PIRH2,activate_relation,CHK2
29415985,29415985_page3_88,ATM,activate_relation,CHK2
29415985,29415985_page3_88,ATR,activate_relation,CHK1
29415985,29415985_page3_88,USP28,inhibit_relation,FBW7
29415985,29415985_page3_88,USP28,activate_relation,FBW7
29464099,29464099_page3_20,KRAS,activate_relation,PI3K
29464099,29464099_page3_20,CDK2,activate_relation,RB
29464099,29464099_page3_20,CDK4,activate_relation,CDK2
29464099,29464099_page3_20,AMPK,inhibit_relation,MTOR
29464099,29464099_page3_20,GEF,activate_relation,BRAF
29464099,29464099_page3_20,AKT,activate_relation,MTOR
29464099,29464099_page3_20,RB,activate_relation,CDK2
29464099,29464099_page5_33,FAK,inhibit_relation,AKT
29464099,29464099_page5_33,CDK2,activate_relation,RB
29464099,29464099_page5_33,FAK,activate_relation,MSK1
29464099,29464099_page5_33,CDK4,activate_relation,CDK2
29464099,29464099_page5_33,BRAF,activate_relation,Hsp90
29464099,29464099_page5_33,MTOR,activate_relation,AKT
29464099,29464099_page5_33,AKT,activate_relation,MTOR
29515799,29515799_page10_35,DO,inhibit_relation,a2V
29556324,29556324_page1_3,TSC2,inhibit_relation,MTOR
29556324,29556324_page1_3,AM,activate_relation,EGFR
29556324,29556324_page1_3,AKT,inhibit_relation,TSC2
29556324,29556324_page1_3,PTEN,inhibit_relation,AKT
29556324,29556324_page2_6,AKT,activate_relation,MTOR
29556324,29556324_page2_6,MIR21,activate_relation,MIR205
29556324,29556324_page2_6,MR,inhibit_relation,raptor
29556324,29556324_page3_12,MIR1253,inhibit_relation,RICTOR
29556324,29556324_page3_12,RICTOR,activate_relation,CELL
29556324,29556324_page3_12,MIR21,inhibit_relation,RICTOR
29556324,29556324_page3_12,MIR21,activate_relation,RICTOR
29595366,29595366_page1_12,MEKK12,activate_relation,ERK
29595366,29595366_page1_12,ERK,activate_relation,MEKK12
29600083,29600083_page16_92,CXCL12,activate_relation,CXCR4
29600083,29600083_page16_92,Erb,activate_relation,MEK
29600083,29600083_page16_92,VEGF,activate_relation,VEGF
29600083,29600083_page16_92,E2,activate_relation,E2
29600083,29600083_page16_94,ERP,inhibit_relation,TKIS
29600083,29600083_page16_94,CXCL12,activate_relation,CXCR4
29600083,29600083_page16_94,TKIS,inhibit_relation,ERP
29600083,29600083_page16_94,ARO,inhibit_relation,E2
29692736,29692736_page5_330,ZNF217,activate_relation,EMT
29692736,29692736_page5_330,EMT,activate_relation,ZNF217
29692736,29692736_page5_330,STAT3,activate_relation,EMT
